timestamp,samples
1767709838.554262,-49519.285
1767709838.6548889,-49558.023
1767709838.7557619,-49616.953
1767709838.856915,-49534.36
1767709838.9582489,-49574.73
1767709839.0595882,-49597.824
1767709839.160247,-49607.83
1767709839.2616162,-49559.86
1767709839.362527,-49527.285
1767709839.463406,-49620.617
1767709839.564127,-49665.83
1767709839.664547,-49615.656
1767709839.7650611,-49657.785
1767709839.865679,-49633.49
1767709839.966045,-49656.348
1767709840.066509,-49693.355
1767709840.166852,-49668.8
1767709840.267262,-49703.625
1767709840.367716,-49669.047
1767709840.4684532,-49719.27
1767709840.568956,-49652.926
1767709840.669566,-49691.215
1767709840.7704,-49741.16
1767709840.8706958,-49712.027
1767709840.971935,-49771.758
1767709841.0732532,-49795.75
1767709841.1736162,-49787.67
1767709841.273983,-49804.832
1767709841.3750012,-49785.848
1767709841.475342,-49813.465
1767709841.575792,-49723.26
1767709841.676464,-49844.473
1767709841.777132,-49814.477
1767709841.8785841,-49812.066
1767709841.979406,-49927.867
1767709842.080804,-49821.11
1767709842.18129,-49833.79
1767709842.2817721,-49940.055
1767709842.382284,-49874.664
1767709842.506686,-49932.527
1767709842.607081,-49846.535
1767709842.7078998,-49911.48,-49896.26
1767709842.808627,-49964.57
1767709842.908963,-49982.28
1767709843.00971,-49964.035
1767709843.110137,-49994.992
1767709843.211505,-49965.137
1767709843.312868,-49979.508
1767709843.413748,-49991.605
1767709843.5151,-50046.03
1767709843.616496,-49993.63
1767709843.71695,-49942.4
1767709843.8173928,-49944.08
1767709843.91814,-49976.254
1767709844.01859,-50004.1
1767709844.1189172,-50094.367
1767709844.219636,-49975.508
1767709844.3201861,-50017.688
1767709844.421241,-50056.777
1767709844.522652,-49964.85
1767709844.623023,-50051.09
1767709844.7236621,-49989.5
1767709844.8249972,-50119.65
1767709844.925639,-50071.902
1767709845.026036,-50142.53
1767709845.126349,-50085.656
1767709845.226885,-50172.94
1767709845.3273401,-50076.72
1767709845.428756,-50052.574
1767709845.53013,-50133.14
1767709845.6311371,-50147.914
1767709845.7316532,-50087.73
1767709845.83248,-50102.35
1767709845.933023,-50189.82
1767709846.033501,-50176.926
1767709846.133822,-50186.844
1767709846.234281,-50168.97
1767709846.335171,-50250.582
1767709846.435711,-50219.133
1767709846.536394,-50220.332
1767709846.637682,-50225.707
1767709846.739032,-50268.957
1767709846.840441,-50266.395
1767709846.941186,-50330.02
1767709847.0425448,-50263.93
1767709847.143816,-50201.9
1767709847.244373,-50275.707
1767709847.344692,-50246.703
1767709847.446052,-50389.746
1767709847.5705972,-50362.098
1767709847.671181,-50299.266
1767709847.7721238,-50259.957
1767709847.873438,-50288.54
1767709847.974253,-50372.215
1767709848.074532,-50350.26
1767709848.175898,-50387.7
1767709848.2768378,-50371.688
1767709848.378182,-50348.848
1767709848.479608,-50339.03
1767709848.581013,-50397.08
1767709848.6813881,-50382.4
1767709848.781775,-50405.824
1767709848.882486,-50412.91
1767709848.98298,-50359.133
1767709849.0835211,-50443.418
1767709849.183894,-50502.188
1767709849.285158,-50492.406
1767709849.386563,-50436.59
1767709849.487585,-50478.7
1767709849.5879328,-50439.375
1767709849.688171,-50439.35
1767709849.788543,-50457.195
1767709849.8897998,-50487.566
1767709849.9909089,-50439.21
1767709850.092235,-50507.22
1767709850.19247,-50529.016
1767709850.292981,-50511.863
1767709850.393578,-50584.29
1767709850.494318,-50572.11
1767709850.595049,-50578.938
1767709850.6955829,-50512.47
1767709850.796173,-50614.883
1767709850.897001,-50553.55
1767709850.99754,-50670.836
1767709851.098859,-50505.586
1767709851.200205,-50597.89
1767709851.301007,-50592.79
1767709851.401974,-50697.43
1767709851.502679,-50609.3
1767709851.6040661,-50631.324,-50642.86
1767709851.7053492,-50661.32
1767709851.8056881,-50607.824
1767709851.906911,-50631.78
1767709852.007261,-50682.793
1767709852.107618,-50675.133
